system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,BSI,EVI,FAI,GNDVI,MNDWI,NBAI,NBI,NDAVI,NDBI,NDBSI,NDVI,NDWI,RENDVI,SAVI,VH,VV,WAVI,landcover,.geo
1_1_1_1_1_19_0,0.0465,0.1266,0.0522,0.0453,0.065,0.033,0.0985,0.3257,0.4076,0.3932,0.4338,0.2707,-0.46631,0.71956533,0.34361216,0.7162811,-0.32150313,-0.41610736,0.0043809763,0.7933866,-0.76560396,-0.4729494,0.84514314,-0.7162811,0.5993492,0.5833513,-13.929481,-7.1805844,0.5560469,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4416521708724,-7.269370373456579]}"
1_1_1_1_1_28_0,0.0445,0.1428,0.0588,0.0465,0.0648,0.0374,0.0988,0.2951,0.3645,0.378,0.408,0.399,-0.40400198,0.6792167,0.32192096,0.70731705,-0.37572253,-0.41666666,0.005817778,0.7809187,-0.7307692,-0.50871634,0.8199326,-0.70731705,0.58557045,0.5581167,-12.116654,-5.738763,0.5378583,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44897235582289,-7.283580682285972]}"
1_1_1_1_1_164_0,0.0442,0.1058,0.0489,0.045,0.0616,0.0364,0.0929,0.2391,0.2742,0.2944,0.298,0.2445,-0.40946844,0.54879606,0.2457009,0.6539326,-0.26403823,-0.36780867,0.00604606,0.73482615,-0.715118,-0.403183,0.77992743,-0.6539326,0.52026856,0.46581608,-13.7935705,-6.747148,0.4456755,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44097636568593,-7.303018551327557]}"
1_1_1_1_1_8_0,0.0422,0.1319,0.0539,0.0424,0.0626,0.0346,0.0956,0.3067,0.3733,0.3788,0.4052,0.3644,-0.4333844,0.67841375,0.32695645,0.71635705,-0.35629818,-0.41980624,0.004923284,0.7986705,-0.75086665,-0.5134825,0.8326076,-0.71635705,0.5969646,0.5652507,-14.2668705,-7.3691664,0.54776376,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44191901635585,-7.273350695638974]}"
1_1_1_1_1_87_0,0.0462,0.0766,0.0367,0.0464,0.0631,0.0379,0.0818,0.1965,0.2419,0.2812,0.2365,0.1421,-0.48201764,0.52408236,0.23644155,0.63345915,-0.096635625,-0.35216242,0.0049464083,0.71672773,-0.7691098,-0.24552846,0.7624569,-0.63345915,0.5493113,0.44555,-18.323545,-7.910891,0.4255679,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42624330301358,-7.276587471038651]}"
1_1_1_1_1_196_0,0.048,0.0556,0.0268,0.0479,0.0656,0.0382,0.0779,0.1601,0.1533,0.2658,0.1578,0.0608,-0.5396319,0.5009905,0.22451636,0.6041038,0.082508266,-0.34951457,0.0038516175,0.6946127,-0.8168148,-0.07439613,0.7486842,-0.6041038,0.5466977,0.42462686,-16.953876,-8.840401,0.40168366,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43866068388871,-7.271085312910026]}"
1_1_1_1_1_18_0,0.046,0.1149,0.0475,0.0445,0.0669,0.0375,0.1001,0.2697,0.3306,0.3575,0.3519,0.3324,-0.45021644,0.6406406,0.30628312,0.68473136,-0.2640264,-0.41502464,0.004982518,0.77860695,-0.7654321,-0.4416562,0.81012654,-0.68473136,0.5625,0.5363128,-15.425829,-5.372069,0.52050996,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44119856770878,-7.269912541087905]}"
1_1_1_1_1_171_0,0.0471,0.1201,0.0511,0.0486,0.0672,0.0381,0.0952,0.2562,0.3294,0.3271,0.3402,0.3306,-0.40737966,0.60653126,0.27446792,0.6591428,-0.2824346,-0.40303737,0.005952033,0.74128294,-0.7297726,-0.4238293,0.7913472,-0.6591428,0.5491357,0.5010402,-14.419502,-2.778151,0.47704694,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43181925976452,-7.308705727504142]}"
1_1_1_1_1_6_0,0.0416,0.0933,0.0474,0.0444,0.0591,0.0379,0.0856,0.1943,0.2277,0.2461,0.2506,0.2121,-0.37775669,0.45637876,0.19838198,0.612713,-0.22440946,-0.326226,0.007299716,0.69432014,-0.6770017,-0.35511982,0.73309857,-0.612713,0.48387095,0.39834183,-15.8305855,-11.1515875,0.38273245,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44382090420578,-7.273714851299691]}"
1_1_1_1_1_17_0,0.0423,0.11,0.0551,0.0412,0.0594,0.0378,0.0853,0.1923,0.218,0.2475,0.2381,0.1862,-0.32279497,0.44988415,0.19690467,0.61290324,-0.2987013,-0.33252573,0.008415272,0.7145826,-0.6358229,-0.45502645,0.7350158,-0.61290324,0.48737982,0.40054756,-12.071803,-8.334316,0.39235452,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44463774699865,-7.272449490933434]}"
1_1_1_1_1_114_0,0.0412,0.1011,0.0463,0.0448,0.0602,0.0358,0.0886,0.2218,0.2829,0.2899,0.2903,0.3006,-0.41942325,0.5435527,0.2425275,0.65609825,-0.25356477,-0.37177745,0.005717627,0.7322976,-0.7245687,-0.38588074,0.7801658,-0.65609825,0.5318362,0.46160835,-12.524541,-7.106625,0.44045767,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43698664322048,-7.305908127168558]}"
1_1_1_1_1_86_0,0.0461,0.0796,0.0386,0.0485,0.0681,0.0378,0.0877,0.2136,0.2311,0.3341,0.244,0.0973,-0.53040004,0.61876124,0.28889218,0.6613625,-0.077860534,-0.34686968,0.0043671955,0.7464715,-0.7928629,-0.24277906,0.79671955,-0.6613625,0.5841631,0.5097488,-18.201345,-7.844176,0.4853841,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42624261357751,-7.277130195018263]}"
1_1_1_1_1_74_0,0.0464,0.1306,0.0537,0.0491,0.0638,0.038,0.0976,0.3032,0.3759,0.382,0.4111,0.4073,-0.43771884,0.692571,0.3275894,0.713773,-0.34362143,-0.4172545,0.0053418847,0.7722106,-0.7535001,-0.45353368,0.81904763,-0.713773,0.59299415,0.5608696,-14.977741,-4.674199,0.53630114,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43109381934106,-7.3092475376678925]}"
1_1_1_1_1_12_0,0.0384,0.1294,0.0544,0.0424,0.0564,0.0319,0.091,0.2898,0.3598,0.3632,0.3934,0.3906,-0.4309402,0.6697801,0.31402102,0.73117256,-0.39289558,-0.40805224,0.0047779735,0.79092705,-0.7394636,-0.5064028,0.8385219,-0.73117256,0.5992955,0.5551894,-12.492304,-5.106145,0.53136045,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44553973356376,-7.275616500781922]}"
1_1_1_1_1_177_0,0.0439,0.0534,0.0288,0.043,0.0594,0.0363,0.0586,0.1072,0.149,0.223,0.1415,0.0663,-0.49564242,0.4173746,0.18366954,0.57932013,0.053191498,-0.29927006,0.0046880716,0.6766917,-0.771247,-0.10788379,0.7200154,-0.57932013,0.5838068,0.36882657,-18.675755,-10.601159,0.3524804,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.41896984281267,-7.297111256316171]}"
1_1_1_1_1_198_0,0.0452,0.0396,0.0205,0.0436,0.0561,0.0356,0.074,0.1427,0.1685,0.1686,0.1602,0.1008,-0.47668755,0.31510612,0.13229111,0.5006676,0.1724138,-0.31780365,0.0043285885,0.5890669,-0.7831835,0.04807693,0.65132225,-0.5006676,0.3899423,0.2833002,-23.483767,-11.781853,0.26326874,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4383012587553,-7.268733054539446]}"
1_1_1_1_1_99_0,0.0419,0.1286,0.0558,0.0469,0.0622,0.037,0.0903,0.2659,0.3296,0.3155,0.3651,0.378,-0.37272725,0.5871811,0.26226658,0.6706381,-0.3480084,-0.39479396,0.0065438985,0.74117,-0.6994344,-0.46552706,0.7900709,-0.6706381,0.55495316,0.4900293,-12.011255,-2.1655872,0.4671846,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44725824515253,-7.2777895076433134]}"
1_1_1_1_1_42_0,0.043,0.1342,0.057,0.0439,0.068,0.0357,0.1019,0.3013,0.3643,0.3631,0.3959,0.3985,-0.41098976,0.65582305,0.30994377,0.68452793,-0.32739863,-0.4037657,0.0056042415,0.7842752,-0.728636,-0.5070185,0.8209629,-0.68452793,0.56172043,0.5463952,-11.095469,-4.324211,0.52789414,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44660070895983,-7.296874585013961]}"
1_1_1_1_1_83_0,0.0414,0.0728,0.0321,0.0435,0.0623,0.036,0.0762,0.1872,0.2202,0.2745,0.2575,0.0668,-0.49015933,0.5121323,0.2319783,0.6300475,-0.077720225,-0.3879886,0.0042098355,0.7264151,-0.7906067,-0.25193468,0.76811594,-0.6300475,0.56544054,0.4413942,-16.225702,-11.821401,0.42359415,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42287918504692,-7.286261783511894]}"
1_1_1_1_1_154_0,0.0446,0.1095,0.0477,0.0464,0.0662,0.038,0.0954,0.2557,0.3011,0.328,0.3407,0.2838,-0.43475762,0.6001656,0.27732873,0.66412985,-0.24644276,-0.39312977,0.005526219,0.75213677,-0.746074,-0.40474662,0.79234976,-0.66412985,0.5493623,0.5023095,-17.610981,-3.5955267,0.48307413,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44679765517478,-7.284030301496979]}"
1_1_1_1_1_110_0,0.0464,0.1314,0.0543,0.0478,0.067,0.0371,0.0992,0.3044,0.3755,0.3765,0.4098,0.4073,-0.43151146,0.6839433,0.3226881,0.697858,-0.32459676,-0.4151858,0.005350677,0.7746877,-0.74791086,-0.46651787,0.8205996,-0.697858,0.58293045,0.5572461,-9.932625,-5.220176,0.5334307,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.430821921872,-7.30933764871627]}"
1_1_1_1_1_182_0,0.0458,0.099,0.0605,0.0522,0.0725,0.0448,0.0885,0.1867,0.2414,0.2714,0.253,0.1377,-0.38468122,0.4931662,0.21699466,0.5783658,-0.15451896,-0.2413793,0.009986735,0.6773795,-0.63543236,-0.3095238,0.71663505,-0.5783658,0.5081967,0.41644207,-13.536748,-5.4208746,0.39922294,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42478410366785,-7.284274219539982]}"
1_1_1_1_1_130_0,0.0415,0.0949,0.0433,0.0461,0.061,0.0358,0.083,0.1992,0.2426,0.3028,0.2649,0.293,-0.4549625,0.56961215,0.25652626,0.6646509,-0.21744706,-0.37337193,0.0051193526,0.7357409,-0.7497833,-0.34609926,0.7885411,-0.6646509,0.5697253,0.47758168,-15.351552,-6.3477206,0.453587,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44246075422222,-7.274798632796183]}"
1_1_1_1_1_168_0,0.0442,0.1098,0.0481,0.0458,0.0612,0.0352,0.091,0.2485,0.2952,0.252,0.3186,0.3685,-0.34507677,0.48405823,0.20357935,0.6091954,-0.28421053,-0.39075366,0.0067187296,0.692411,-0.6794402,-0.41131106,0.75487465,-0.6091954,0.46938777,0.41310975,-13.647816,-9.981954,0.38769117,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4350828117001,-7.306991197643602]}"
1_1_1_1_1_149_0,0.0446,0.0592,0.0266,0.0469,0.0612,0.0372,0.0683,0.137,0.1452,0.2184,0.1748,0.097,-0.46696156,0.41565353,0.17730115,0.5622318,0.016611299,-0.37995338,0.0045307693,0.646438,-0.7828571,-0.11592837,0.7089202,-0.5622318,0.5235438,0.35971415,-17.161669,-13.965765,0.3361427,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44553018039463,-7.283395569539917]}"
1_1_1_1_1_121_0,0.0423,0.1284,0.0549,0.0461,0.0641,0.0358,0.0991,0.2966,0.3544,0.3584,0.3943,0.245,-0.42254263,0.65705323,0.30618936,0.6965681,-0.33402598,-0.40098196,0.0054838727,0.77206427,-0.7343334,-0.47163323,0.8183663,-0.6965681,0.5667759,0.5411541,-11.804342,-3.4365785,0.5179104,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44742280445134,-7.2913578732212]}"
1_1_1_1_1_90_0,0.0436,0.1006,0.0442,0.0454,0.0654,0.0365,0.0938,0.2586,0.3423,0.3398,0.3529,0.1303,-0.47501436,0.62238365,0.29194015,0.67719644,-0.2120482,-0.38950276,0.0047477926,0.7642783,-0.76979166,-0.37808216,0.80600584,-0.67719644,0.5673432,0.51917154,-13.958382,-6.248093,0.4988703,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42134902057394,-7.278571235243045]}"
1_1_1_1_1_126_0,0.0409,0.1106,0.0502,0.041,0.0582,0.0348,0.0904,0.2372,0.2825,0.2984,0.3049,0.3105,-0.40016502,0.549304,0.25016668,0.67358387,-0.31042653,-0.37562189,0.0058544236,0.75839716,-0.71199083,-0.4591029,0.7911165,-0.67358387,0.53497946,0.47455594,-15.701215,-8.89929,0.45997143,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44626199628453,-7.277607381906284]}"
1_1_1_1_1_11_0,0.0395,0.1354,0.059,0.0416,0.0584,0.0326,0.0956,0.285,0.3453,0.3651,0.3843,0.3598,-0.41534713,0.6656923,0.31428173,0.72420305,-0.3973168,-0.3930041,0.005268146,0.7954266,-0.72176373,-0.52994347,0.8360573,-0.72420305,0.58497936,0.5555865,-15.141593,-4.213876,0.53518254,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44445368129023,-7.274801080576994]}"
1_1_1_1_1_197_0,0.0457,0.0495,0.0239,0.0474,0.0602,0.037,0.0741,0.1264,0.1564,0.2259,0.1581,0.1327,-0.5191773,0.432305,0.18668474,0.57916814,0.09753873,-0.34877384,0.0039145644,0.6531284,-0.8086469,-0.02167181,0.71852416,-0.57916814,0.506,0.3714117,-15.528881,-6.1350574,0.34624335,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43757589333593,-7.269274881596063]}"
1_1_1_1_1_185_0,0.0424,0.0677,0.0351,0.0471,0.0616,0.0386,0.0733,0.1474,0.1474,0.2389,0.1587,0.0719,-0.4580678,0.4481987,0.1951429,0.59001666,-0.0471771,-0.31712058,0.0056712436,0.6706294,-0.74379563,-0.1794425,0.7218018,-0.59001666,0.53042924,0.38643086,-15.1092415,-8.82009,0.36603054,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42361129609532,-7.280473655957816]}"
1_1_1_1_1_146_0,0.0444,0.0646,0.032,0.0475,0.0629,0.0374,0.0788,0.1799,0.2055,0.2658,0.2011,0.0637,-0.5087888,0.5035495,0.2235796,0.6172802,-0.013333325,-0.33747408,0.0045026336,0.6967763,-0.7850907,-0.15254237,0.75329816,-0.6172802,0.54265815,0.42654383,-14.803924,-10.046067,0.40261897,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44489739013065,-7.282309341068946]}"
1_1_1_1_1_23_0,0.0428,0.1229,0.0498,0.0451,0.0576,0.0306,0.0883,0.2925,0.3649,0.3704,0.4012,0.3633,-0.46045694,0.69874567,0.32344255,0.73084116,-0.36177287,-0.42327735,0.004114147,0.78291214,-0.76297003,-0.46309525,0.84738153,-0.73084116,0.61499894,0.56570476,-11.337423,-12.935112,0.5329875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44798107137866,-7.279328115044492]}"
1_1_1_1_1_147_0,0.0438,0.0574,0.0256,0.0467,0.063,0.0366,0.0696,0.1417,0.1853,0.2632,0.175,0.0513,-0.53453827,0.50019866,0.22291383,0.61373395,0.046511643,-0.38313255,0.0035598783,0.69861245,-0.8227147,-0.102785766,0.7558372,-0.61373395,0.5817308,0.42498127,-10.633278,-9.413359,0.40097544,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44535078040498,-7.281948079187775]}"
1_1_1_1_1_5_0,0.0414,0.0295,0.016,0.0469,0.0531,0.0363,0.0541,0.0864,0.0959,0.113,0.0961,0.0364,-0.41692513,0.19585311,0.077905096,0.3606261,0.2857143,-0.29670328,0.0051398235,0.41338336,-0.751938,0.22774869,0.51373076,-0.3606261,0.35248354,0.17719081,-19.112852,-15.281369,0.15025003,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4479029725833,-7.269106663601863]}"
1_1_1_1_1_158_0,0.0432,0.1023,0.0437,0.0425,0.0624,0.0362,0.0948,0.2468,0.2899,0.2977,0.2897,0.2884,-0.42134947,0.54654515,0.2497857,0.6534296,-0.24225868,-0.4013699,0.0053138733,0.750147,-0.7439953,-0.41298345,0.7831686,-0.6534296,0.5169427,0.47038013,-15.948166,-3.7511709,0.4556058,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.445604975543,-7.296240183719143]}"
1_1_1_1_1_73_0,0.0408,0.1325,0.0546,0.0439,0.0647,0.0345,0.0997,0.3051,0.3728,0.3771,0.4099,0.41,-0.4319728,0.6825517,0.3252324,0.7071073,-0.34381336,-0.41635486,0.004995227,0.7914489,-0.74704653,-0.50226754,0.8323615,-0.7071073,0.5817953,0.5637341,-12.121974,-8.954707,0.542671,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4349875578278,-7.31069969848886]}"
1_1_1_1_1_119_0,0.0441,0.1204,0.0522,0.0492,0.0631,0.0359,0.0984,0.2724,0.3258,0.3131,0.3408,0.3078,-0.39722332,0.5976714,0.26222488,0.6645401,-0.31226155,-0.39513323,0.005985244,0.7284019,-0.71420753,-0.4198113,0.7942693,-0.6645401,0.52174973,0.48975265,-13.119005,-4.668279,0.459063,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44723895992087,-7.293528554044112]}"
1_1_1_1_1_125_0,0.0419,0.1161,0.0508,0.0447,0.062,0.0356,0.0949,0.2726,0.3237,0.316,0.3436,0.2915,-0.40788448,0.58693016,0.26613376,0.6719577,-0.30376193,-0.39125225,0.0057230373,0.7521486,-0.7230098,-0.44402984,0.79749715,-0.6719577,0.5380871,0.49389386,-11.345648,-7.667592,0.47281283,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44671382905534,-7.278512478520165]}"
1_1_1_1_1_54_0,0.0409,0.1777,0.0828,0.046,0.0706,0.0382,0.1136,0.3168,0.3828,0.3908,0.4208,0.4416,-0.33844033,0.6913726,0.32787773,0.69397485,-0.43133304,-0.36429942,0.008093552,0.7893773,-0.6503378,-0.5887349,0.82191145,-0.69397485,0.5495638,0.5693219,-11.787341,-9.108254,0.55209225,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.45094306355676,-7.301854876588824]}"
1_1_1_1_1_180_0,0.0423,0.0994,0.0461,0.0416,0.061,0.0346,0.0923,0.2388,0.2818,0.298,0.2851,0.1883,-0.43412164,0.55169237,0.2519161,0.66016716,-0.23940149,-0.366323,0.0053525507,0.7550059,-0.73205465,-0.40992907,0.7919423,-0.66016716,0.5270305,0.4745376,-15.6629715,-8.2829,0.45807528,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4174373861352,-7.291229776873377]}"
1_1_1_1_1_22_0,0.0415,0.1282,0.0524,0.0425,0.0583,0.033,0.0915,0.2957,0.3664,0.3724,0.4032,0.3862,-0.44037494,0.67790514,0.3225286,0.7292779,-0.37479892,-0.41971204,0.0046433946,0.7951313,-0.75329566,-0.50205034,0.83719784,-0.7292779,0.6055184,0.5622929,-11.681894,-6.5995913,0.5408788,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4475291246116,-7.278513473797134]}"
1_1_1_1_1_184_0,0.0458,0.0934,0.0454,0.0474,0.0647,0.0388,0.083,0.1917,0.2586,0.2598,0.29,0.1377,-0.39827034,0.4858851,0.21132374,0.60123265,-0.18153068,-0.34582132,0.0067802933,0.69140625,-0.70249015,-0.32670453,0.74012053,-0.60123265,0.5157526,0.4151014,-16.111567,-7.0529475,0.3946977,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42505587127866,-7.284274564892307]}"
1_1_1_1_1_167_0,0.0423,0.1052,0.0482,0.0443,0.0615,0.0343,0.0873,0.2253,0.2801,0.2644,0.293,0.333,-0.37751004,0.5055143,0.21753506,0.6225836,-0.26214755,-0.37157756,0.006252874,0.71299,-0.6916187,-0.40735784,0.7703381,-0.6225836,0.50355417,0.43213972,-13.721132,-4.9081206,0.4082478,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43888911216868,-7.3059104968904975]}"
1_1_1_1_1_67_0,0.0431,0.1291,0.052,0.0447,0.0582,0.034,0.0937,0.2927,0.3539,0.3536,0.3881,0.366,-0.4189526,0.6536589,0.30274633,0.7173385,-0.3785371,-0.42573163,0.0050000004,0.7755461,-0.74358976,-0.48561564,0.8245614,-0.7173385,0.5810418,0.54010814,-10.999601,-5.8707204,0.5158076,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44006649358171,-7.306183322134368]}"
1_1_1_1_1_81_0,0.0431,0.1268,0.0549,0.0422,0.0642,0.0356,0.1057,0.3038,0.3643,0.3601,0.3831,0.3609,-0.42482734,0.64528316,0.30833748,0.69738394,-0.3277487,-0.3957072,0.0054274923,0.7902063,-0.73542166,-0.50059175,0.82006574,-0.69738394,0.5461571,0.54342973,-14.213942,-7.580251,0.5284828,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.41716619946634,-7.290777157640798]}"
1_1_1_1_1_186_0,0.0434,0.0714,0.0368,0.0453,0.0598,0.0364,0.0799,0.1727,0.208,0.2019,0.2003,0.0593,-0.39267606,0.38290685,0.15929729,0.5429882,-0.088414654,-0.31977817,0.0066345716,0.63349515,-0.6916632,-0.2236504,0.6945027,-0.5429882,0.43293115,0.33624545,-15.914081,-9.88589,0.31437367,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42370176904228,-7.280564225209789]}"
1_1_1_1_1_122_0,0.0434,0.1371,0.057,0.045,0.0659,0.036,0.1026,0.3105,0.3759,0.3802,0.4105,0.3958,-0.42136052,0.68364185,0.326283,0.70455056,-0.3507389,-0.41267386,0.005397159,0.7883349,-0.73924977,-0.50576603,0.8270063,-0.70455056,0.5749793,0.56352323,-10.142796,-3.7899642,0.54345006,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44751683169616,-7.288553901357321]}"
1_1_1_1_1_38_0,0.0429,0.1328,0.054,0.0429,0.0604,0.0356,0.0914,0.2995,0.3764,0.3804,0.4078,0.4003,-0.43079263,0.6775398,0.32757416,0.7259528,-0.3747412,-0.42184153,0.005053628,0.7973069,-0.7513812,-0.5116676,0.82884616,-0.7259528,0.6125477,0.56462884,-14.294783,-5.018868,0.548305,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.45123214070809,-7.287653879713171]}"
1_1_1_1_1_95_0,0.0475,0.0669,0.0309,0.054,0.0753,0.0416,0.0939,0.1911,0.1801,0.2525,0.1853,0.0678,-0.47710842,0.4805852,0.20641632,0.54057354,0.059071735,-0.36809817,0.0050908513,0.64763457,-0.78193367,-0.10669974,0.717103,-0.54057354,0.45785218,0.3983755,-12.589319,-10.51345,0.36918783,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43965769913055,-7.270634274469177]}"
1_1_1_1_1_128_0,0.04,0.1049,0.05,0.0418,0.0578,0.0344,0.0928,0.2292,0.2734,0.3245,0.2997,0.2907,-0.4489715,0.5957368,0.27760595,0.6976197,-0.28948987,-0.3544222,0.0053004627,0.7717718,-0.7329773,-0.43012953,0.8083031,-0.6976197,0.55523604,0.5066364,-15.777413,-4.9974627,0.48949555,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44445323636978,-7.275162897734039]}"
1_1_1_1_1_175_0,0.0442,0.0945,0.0513,0.0436,0.0608,0.0377,0.0858,0.1874,0.2073,0.2846,0.2326,0.2109,-0.42571676,0.52141404,0.23683387,0.6479444,-0.21699934,-0.29629627,0.006795538,0.73430836,-0.69455194,-0.3685735,0.7660565,-0.6479444,0.53671706,0.45038307,-16.099201,-10.615002,0.43648875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.42168166883488,-7.3017278890323345]}"
1_1_1_1_1_155_0,0.0436,0.1181,0.0503,0.0434,0.061,0.0344,0.0976,0.2679,0.3269,0.3064,0.3584,0.2297,-0.39279315,0.57272804,0.25716665,0.66793686,-0.3188163,-0.40261284,0.0056472584,0.7518582,-0.7179703,-0.4625387,0.79812205,-0.66793686,0.5168317,0.48525214,-15.400438,-7.2292852,0.46422687,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44688369732816,-7.287739037833758]}"
1_1_1_1_1_56_0,0.0399,0.1752,0.0824,0.0429,0.0658,0.0388,0.1055,0.2906,0.3464,0.3521,0.3724,0.373,-0.29720855,0.62007684,0.28912714,0.68509215,-0.45394188,-0.36024845,0.009080147,0.7827848,-0.6207135,-0.6066025,0.80148375,-0.68509215,0.5388986,0.5275003,-14.603287,-7.7645617,0.5182123,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.45284387034519,-7.3032140008103905]}"
1_1_1_1_1_49_0,0.0425,0.14,0.0576,0.0446,0.0662,0.0351,0.1024,0.3201,0.3927,0.3974,0.4271,0.4287,-0.43250686,0.71122885,0.34370956,0.71440893,-0.35790494,-0.41700405,0.005087469,0.79819006,-0.7468132,-0.5167931,0.83768785,-0.71440893,0.59023607,0.58278817,-13.480329,-9.532524,0.56178343,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44714259585722,-7.2982320641044005]}"
1_1_1_1_1_142_0,0.0439,0.0719,0.0331,0.0471,0.0638,0.0384,0.0773,0.1774,0.2245,0.2909,0.2252,0.2583,-0.5079188,0.5404306,0.2465631,0.6402594,-0.059690516,-0.3695238,0.004369337,0.7213018,-0.795679,-0.20840338,0.766778,-0.6402594,0.5801195,0.45671046,-12.216738,-7.88338,0.43639618,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4478894872718,-7.280142093516735]}"
1_1_1_1_1_170_0,0.0474,0.0837,0.0391,0.0498,0.0614,0.0354,0.0779,0.2065,0.2402,0.3233,0.2614,0.1779,-0.5160504,0.6192996,0.27934027,0.68079025,-0.15368712,-0.3631922,0.0042812866,0.7330474,-0.78421634,-0.2539326,0.8026206,-0.68079025,0.611665,0.5029114,-11.087277,-6.4115295,0.46987745,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43299778318864,-7.3080740316278785]}"
1_1_1_1_1_30_0,0.0448,0.1339,0.0586,0.046,0.0626,0.0383,0.0994,0.2724,0.3279,0.3273,0.3687,0.372,-0.3686526,0.596073,0.27205774,0.678892,-0.36284986,-0.39116883,0.0068572564,0.75354946,-0.69629437,-0.48860478,0.7904814,-0.678892,0.5340989,0.5008087,-12.141855,-8.1556225,0.48316732,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44833723445831,-7.284393998611901]}"
1_1_1_1_1_94_0,0.0469,0.1392,0.0616,0.0493,0.0696,0.0375,0.0995,0.322,0.3711,0.43,0.4033,0.3273,-0.4612805,0.7634702,0.37447667,0.7213771,-0.33333334,-0.3864542,0.005372093,0.79428333,-0.74938977,-0.47692308,0.8395722,-0.7213771,0.62417376,0.6085271,-15.72926,-5.241853,0.5831206,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43032282997052,-7.274150355827912]}"
1_1_1_1_1_44_0,0.0438,0.1366,0.0572,0.0449,0.0655,0.0364,0.1017,0.3106,0.3692,0.3775,0.4052,0.3933,-0.41887805,0.6772426,0.3233425,0.70428896,-0.35180604,-0.40970072,0.005515444,0.7874053,-0.73683,-0.5052342,0.8241121,-0.70428896,0.57554257,0.5598534,-13.3181925,-4.4918,0.5408716,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.44814487411509,-7.293529661032538]}"
